,Content ID,User ID,Type,Category,reaction,date,sentiment,score,Type,Sentiment,Score,,Column1,Column2
41,4478d98e-43e8-4dc0-884d-c1115aa8b970,d6204684-926d-41db-ae9c-a7bf2e76313a,audio,animals,intrigued,28-07-2021,positive,45,,,,,,
42,34f73132-fff6-4f01-a5ec-4b4b66461fc7,948f7e9d-49bb-4770-bc9d-cb3fb65cca15,photo,fitness,peeking,29-07-2021,neutral,35,,,,,,
43,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,f9775602-43ab-4d54-ad93-7c9a489879bc,photo,veganism,scared,30-07-2021,negative,15,,,,,,
44,220d9dc1-f8a5-422d-b200-3819f3b89b2b,26c9a1fc-78b0-460b-8931-cec1dc87aa0d,video,dogs,hate,31-07-2021,negative,5,,,,,,
45,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,49da0743-cb4d-4c84-b6a2-537bbe7256d1,GIF,healthy eating,disgust,01-08-2021,negative,0,,,,,,
46,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,b6d04982-1509-41ab-a700-b390d6cb4d02,GIF,studying,hate,02-08-2021,negative,5,,,,,,
47,259cd56f-b017-4a41-81a7-f26ce9b35092,b870b764-7447-4990-a8d4-024d33e0e67d,video,culture,like,03-08-2021,positive,50,,,,,,
48,14ed7f7b-2c96-4458-8a39-606c25c14180,7918d465-0953-4f20-9e28-539e74c82e2f,video,tennis,love,04-08-2021,positive,65,,,,,,
49,c01fa154-5348-4040-9d20-0bbf01f6349b,69532ce2-1ffe-4187-8042-0230d115b24e,GIF,tennis,heart,05-08-2021,positive,60,,,,,,
50,2d949603-6676-4402-900b-2c2c78315ea0,4baf648a-0ad5-412d-8250-5a0ff9289fbf,audio,culture,indifferent,06-08-2021,neutral,20,,,,,,
51,50c9237a-541c-4f10-a2be-7cbe076b2012,e79a2e98-57b4-4469-8da4-87f338460d42,GIF,travel,peeking,07-08-2021,neutral,35,,,,,,
52,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,77a7b81e-96f7-4e5a-92c7-5b07f7333913,video,science,love,08-08-2021,positive,65,,,,,,
53,e442899c-d2d6-4392-be2d-a0b916ae47fb,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,video,technology,like,09-08-2021,positive,50,,,,,,
54,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,80e03bc0-fc8f-475b-a4dd-870844b7a313,video,science,hate,10-08-2021,negative,5,,,,,,
55,82145a60-013e-4d96-81a5-399af8618158,2ad548cd-a899-4992-972b-92cde9cea8f1,audio,food,super love,11-08-2021,positive,75,,,,,,
56,d852b946-01e1-44fe-abd7-26198660cbdb,242a3620-fc18-4120-ac72-37b0f3716879,GIF,food,adore,12-08-2021,positive,72,,,,,,
57,9dd95c34-8b39-4776-a232-412512329c3f,a6133f47-5586-434e-8be1-1e7122db1c0e,audio,fitness,scared,13-08-2021,negative,15,,,,,,
58,c59e27e9-0439-4699-8ea0-5e93f662a05d,fe15963d-0a77-4247-9bc6-04e146b826b2,GIF,fitness,cherish,14-08-2021,positive,70,,,,,,
59,78713905-362f-4a87-9671-adab5f1e0e67,15e325b1-c221-4bf8-8010-18d76b03646e,audio,dogs,adore,15-08-2021,positive,72,,,,,,
60,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,8fe167eb-3c69-459a-b32d-b030b942eab4,GIF,healthy eating,interested,16-08-2021,positive,30,,,,,,
61,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,video,culture,heart,17-08-2021,positive,60,,,,,,
62,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,f3eb7ee0-7788-43a0-9686-1c399260b17e,GIF,soccer,like,18-08-2021,positive,50,,,,,,
63,026973ef-4b73-4901-9160-bc9e04516057,4eed2f45-f040-4995-a60f-472af1ff379a,audio,culture,hate,19-08-2021,negative,5,,,,,,
64,f08bdab2-b888-484e-8fd9-919e6ed86c12,3956593b-7739-426a-b7a5-e841c95a5df9,audio,education,interested,20-08-2021,positive,30,,,,,,
65,a55b215b-06c5-4ef3-ac14-7e1569c3ad2e,1e571af5-1796-424c-b744-a925897d44a3,GIF,education,dislike,21-08-2021,negative,10,,,,,,
66,258bb775-3c35-4eec-90f3-8b75a52e466a,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,photo,education,peeking,22-08-2021,neutral,35,,,,,,
67,8d32243c-2dd1-4128-bde1-d643207e582c,ef56931b-540b-4166-9090-73ae48ac8d97,photo,studying,heart,23-08-2021,positive,60,,,,,,
68,e2c433d2-096e-484e-8c69-28f0bb69f3b7,7adafb3c-7c7c-492b-be5b-5ddd9ff1316a,audio,science,super love,24-08-2021,positive,75,,,,,,
69,3d8fffab-6107-4d7b-9485-c610e233c91c,9a84c667-c913-47ce-be69-0f847dbfe0db,photo,studying,want,25-08-2021,positive,70,,,,,,
70,409aa11d-5af3-4a70-9da1-482857f5835e,7000ac2e-87a0-4e23-b342-5f150e03f9ef,GIF,Fitness,hate,26-08-2021,negative,5,,,,,,
71,aa9ea032-0fea-42c3-88d9-666685d4b32b,1879b698-1639-438e-a07e-ddd735f8d57c,GIF,veganism,dislike,27-08-2021,negative,10,,,,,,
72,eaddee3e-3a23-47cd-9785-ab7f2120a293,31cfc138-cec0-4176-bd6d-79c4cadbb1d4,video,science,dislike,28-08-2021,negative,10,,,,,,
73,9ef39aa2-60f9-4e4b-b666-c6cb97015503,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,GIF,travel,want,29-08-2021,positive,70,,,,,,
74,841403fd-321b-4118-90b3-cc0075d64047,1e6db00c-22dd-4ae9-80e3-95f7a88b18b8,GIF,studying,interested,30-08-2021,positive,30,,,,,,
75,3724de8a-ec2f-4021-a3f1-605d551da9d0,72d2587e-8fae-4626-a73d-352e6465ba0f,video,culture,love,31-08-2021,positive,65,,,,,,
76,2d0926be-9a29-4e6c-b342-815c70172214,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,GIF,animals,heart,01-09-2021,positive,60,,,,,,
77,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,f11e8adf-a550-4e7a-ab81-dbccd952dff8,photo,science,disgust,02-09-2021,negative,0,,,,,,
78,0491183b-be25-4108-b667-8c30d3cdbf50,72d2587e-8fae-4626-a73d-352e6465ba0f,audio,veganism,adore,03-09-2021,positive,72,,,,,,
79,359b93ea-446f-4202-8801-db238de5de4d,de39bbda-66a8-4c52-835a-7a104cf7f081,photo,food,adore,04-09-2021,positive,72,,,,,,
80,0adb9a94-210a-4e84-bca1-13db9452ff0e,f3eb7ee0-7788-43a0-9686-1c399260b17e,video,healthy eating,adore,05-09-2021,positive,72,,,,,,
81,3c510b35-43e2-4e84-a805-86c5ebddc4cf,a559688e-3f10-436f-a25e-8ad553eacb89,audio,studying,interested,06-09-2021,positive,30,,,,,,
82,86346263-02db-4020-a216-9e54f502f643,bfe23c39-f814-4282-b0f7-506cd8295b8a,GIF,travel,worried,07-09-2021,negative,12,,,,,,
83,3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,GIF,fitness,want,08-09-2021,positive,70,,,,,,
84,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,photo,studying,heart,09-09-2021,positive,60,,,,,,
85,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,ed5e1675-94a8-482c-8b43-1b9bb71d0495,video,dogs,scared,10-09-2021,negative,15,,,,,,
86,c4f59a1e-3198-4968-b062-9e9fcc41403f,f46eee2a-6024-4046-a6f4-5232366edb87,GIF,veganism,heart,11-09-2021,positive,60,,,,,,
87,9d94f180-947c-40f5-aa05-f1958759b7fc,f8926cfa-7036-4929-b5db-925c26daea1a,video,science,hate,12-09-2021,negative,5,,,,,,
88,6ef45d36-cd14-428c-b5cf-ad2f06371c6e,04e52602-e370-4a99-bfda-f0c1655058da,GIF,cooking,indifferent,13-09-2021,neutral,20,,,,,,
89,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,photo,culture,scared,14-09-2021,negative,15,,,,,,
90,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,GIF,culture,interested,15-09-2021,positive,30,,,,,,
91,fada6910-2cc5-4600-808c-1e6066f795a6,05782669-264e-4c14-990e-14c8dbb13bef,GIF,technology,hate,16-09-2021,negative,5,,,,,,
92,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,b6fd2140-f8b9-498a-a07f-0dc9986736c6,photo,culture,want,17-09-2021,positive,70,,,,,,
93,b1ba68bc-fa4c-4a36-98a1-4d4a381ef873,20d507a0-fdba-4c04-a30c-bd18273accdc,video,animals,peeking,18-09-2021,neutral,35,,,,,,
94,1de2f0f9-61ab-43fb-9180-6870824c63c0,084eb113-0d87-4ae5-891b-2ec7f1e194a8,GIF,science,dislike,19-09-2021,negative,10,,,,,,
95,e18e10e9-ed2a-494b-b215-edce890b1df4,57617bf3-b7d0-49cb-8d88-7d8346656397,photo,food,love,20-09-2021,positive,65,,,,,,
96,c2d6e707-f00e-4fa4-a193-eb36272f58df,c924f935-cff8-45c0-b4b7-5ed2c6cdaac8,GIF,veganism,cherish,21-09-2021,positive,70,,,,,,
97,af7971aa-5fd5-41d3-b6c3-583704a705a2,a90c3ed2-7c64-47c3-9da5-b10d05f6f9f2,video,healthy eating,interested,22-09-2021,positive,30,,,,,,
98,6d6cf6a3-4187-44ec-af28-91c99b584bcf,8c9c5ee7-9c8c-4842-bbd1-1d1e51da8164,video,veganism,adore,23-09-2021,positive,72,,,,,,
99,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,49da0743-cb4d-4c84-b6a2-537bbe7256d1,video,healthy eating,like,24-09-2021,positive,50,,,,,,
100,c8b044a9-8427-4b41-bc61-7b549ab1626c,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,photo,studying,cherish,25-09-2021,positive,70,,,,,,
101,cd568dd1-70cf-45d6-b495-10eebff8c920,8dda1a41-9e57-4944-bd36-18c0ac343b13,photo,dogs,indifferent,26-09-2021,neutral,20,,,,,,
102,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,9a84c667-c913-47ce-be69-0f847dbfe0db,photo,travel,adore,27-09-2021,positive,72,,,,,,
103,ef99fd68-74fb-4c72-bc70-742ebca14499,3d13e0d3-e765-4065-9221-3f864689b9e0,video,soccer,worried,28-09-2021,negative,12,,,,,,
104,d147ab3c-4097-4eec-b4dc-480e4ece801b,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,audio,culture,peeking,29-09-2021,neutral,35,,,,,,
105,62681a6c-fe82-4186-ba7d-0805ae5b95ed,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,audio,Veganism,dislike,30-09-2021,negative,10,,,,,,
106,ec8e2d25-5730-4753-a0a2-d1ed41e23623,05782669-264e-4c14-990e-14c8dbb13bef,video,healthy eating,dislike,01-10-2021,negative,10,,,,,,
107,67f2a150-6086-4cbd-8d21-46250ccef5a2,5897490a-0aaa-49c9-b63e-0da83088e3e0,GIF,cooking,intrigued,02-10-2021,positive,45,,,,,,
108,65545cfb-59bb-4dc1-a38b-82f268210da2,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,audio,technology,peeking,03-10-2021,neutral,35,,,,,,
109,433607b3-eeb4-48b8-9263-9805c1b89d55,683d880b-3ccf-4f4d-8182-96e7a7a884bd,video,education,adore,04-10-2021,positive,72,,,,,,
110,0f1fce4d-78a3-4e0e-8a7b-ebd5f97c305e,ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,photo,dogs,cherish,05-10-2021,positive,70,,,,,,
111,1000371f-7758-4c44-a1bc-41fd836b0bcb,2941011b-f214-4430-8a14-e791ed0805bb,audio,studying,heart,06-10-2021,positive,60,,,,,,
112,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,85a3acae-0e71-49f4-a6ee-13d3df1f4962,video,studying,intrigued,07-10-2021,positive,45,,,,,,
113,8e3896e3-2f84-4b47-9365-fb562c9ed730,cf34e8ee-f508-47bc-baa1-bcc576e1084d,video,public speaking,worried,08-10-2021,negative,12,,,,,,
114,de9796a6-d19d-4c41-a965-7aa4dcc69fee,98411adf-cfc0-400d-aac8-e215571ef3f2,audio,technology,disgust,09-10-2021,negative,0,,,,,,
115,e4466189-0b96-4cc4-9d7d-d0f27b982548,bbe8f83c-af9c-4dab-b5fa-7925822e450d,GIF,education,heart,10-10-2021,positive,60,,,,,,
116,391a9aa4-c04a-431e-8366-712d92267c2b,1bcc3c26-e82e-40f4-9d16-3311c8c1ddf6,video,public speaking,hate,11-10-2021,negative,5,,,,,,
117,e8edf506-36c9-43a7-a685-8b9f6467e4f9,92c3576c-8634-42a8-8005-6e1ff8c207e8,video,studying,like,12-10-2021,positive,50,,,,,,
118,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,69532ce2-1ffe-4187-8042-0230d115b24e,photo,food,peeking,13-10-2021,neutral,35,,,,,,
119,c7066a17-2e12-49d2-bb9e-c8967051f490,acbac577-54c9-4476-af3c-a3241a3f4a19,GIF,public speaking,heart,14-10-2021,positive,60,,,,,,
120,f01ec49c-3179-43bb-b127-2b1a73f34b06,6e98e5c2-b7d7-4915-bb20-d01a42d29dee,photo,animals,disgust,15-10-2021,negative,0,,,,,,
121,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,4fe420fa-a193-4408-bd5d-62a020233609,photo,education,want,16-10-2021,positive,70,,,,,,
122,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,76a034b7-e163-4735-a15b-b0ff645ca627,GIF,soccer,interested,17-10-2021,positive,30,,,,,,
123,b6c24086-becf-4615-801e-c3c298a8d4e2,5b62e10e-3c19-4d28-a57c-e9bdc3d6758d,photo,travel,hate,18-10-2021,negative,5,,,,,,
124,1beeffff-f261-435f-a109-6fafe46669d4,ade9db41-034e-4b27-befb-42117025dab0,photo,public speaking,intrigued,19-10-2021,positive,45,,,,,,
125,61e6650c-5068-4575-9aee-4217ef3dbdb1,a81378a5-58de-4631-b2b1-3eca765f68c6,GIF,tennis,dislike,20-10-2021,negative,10,,,,,,
126,3a7f83a0-b9f9-44c1-a15d-656c4095e732,d0ea9a00-4ea9-4c81-b16a-a20b72f824ea,GIF,soccer,worried,21-10-2021,negative,12,,,,,,
127,2b6921de-e7f2-4e30-8feb-36bd41becaf0,ed1c744d-8561-4b41-b83c-7bf554fbca97,audio,travel,cherish,22-10-2021,positive,70,,,,,,
128,6efd3911-1705-49dc-aa7b-994ce83a7387,80c9ce48-46f9-4f5e-b3ca-3b698fc2e949,photo,fitness,want,23-10-2021,positive,70,,,,,,
129,b56a9e24-d0f2-4599-b893-c2889a15e1d6,094fbe49-da84-4445-9d28-7fc5f593f5ad,video,veganism,super love,24-10-2021,positive,75,,,,,,
130,d706b190-216c-4103-9107-fb7304766d68,cad2d54d-9555-4dfe-bfcd-7a584895a002,video,cooking,dislike,25-10-2021,negative,10,,,,,,
131,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,audio,tennis,scared,26-10-2021,negative,15,,,,,,
132,2c511a63-5eb5-422f-8483-c9fcf9a29b55,007a1366-a46f-40f1-9ba5-01245aeaf20f,GIF,technology,indifferent,27-10-2021,neutral,20,,,,,,
133,edc4a60a-b5ba-4178-b99e-9d34ed92599c,57617bf3-b7d0-49cb-8d88-7d8346656397,audio,technology,interested,28-10-2021,positive,30,,,,,,
134,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,photo,animals,scared,29-10-2021,negative,15,,,,,,
135,e51b00b8-49d4-4909-9f25-8e9a06e28728,e74edcea-5db4-4412-a4ce-eb7c5adc314a,video,soccer,scared,30-10-2021,negative,15,,,,,,
136,509a5fb0-9bb2-4809-9f90-18ae007acc94,64b82ed5-80dc-4fbb-9dfc-d7e037684f0e,video,dogs,interested,31-10-2021,positive,30,,,,,,
137,f1038e6c-5292-4e20-a866-675e1637d6b5,13f0db8a-152a-496f-a6e8-1ed6a90b8788,GIF,soccer,interested,01-11-2021,positive,30,,,,,,
138,08cc29f3-a22d-4652-8f27-ff9e0a826289,248a8f9f-10ac-4786-adfb-d0c3dd4e4b97,photo,technology,worried,02-11-2021,negative,12,,,,,,
139,a784c1dd-e2ab-408d-a0c3-226a51d420e1,f86853a2-acda-4319-a50c-03f014248042,audio,technology,scared,03-11-2021,negative,15,,,,,,
140,3a106d1f-3942-49d4-9358-417f33d760c6,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,photo,Fitness,heart,04-11-2021,positive,60,,,,,,
141,1830df30-c239-4287-8d63-fadcb8ced884,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,video,veganism,heart,05-11-2021,positive,60,,,,,,
142,5bb364a6-8646-4cdb-b1cf-09f4125718d8,d47fd6cf-20fa-45fe-97a1-b8aca043c9a8,audio,soccer,interested,06-11-2021,positive,30,,,,,,
143,dd2f8912-9b97-40cb-ac5f-215f98d4d733,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,GIF,fitness,heart,07-11-2021,positive,60,,,,,,
144,de95cdb1-a85a-40de-8467-892e2d1481af,8abcf667-7be3-439f-97bb-3375a3de366c,video,education,want,08-11-2021,positive,70,,,,,,
145,e5f1a4c6-2b27-4c8b-ac9a-21bb6ef7c946,d27670c9-f85e-43e0-80a7-122cba908f10,audio,soccer,disgust,09-11-2021,negative,0,,,,,,
146,6199f5ca-cc02-410d-a408-e034946de162,4baf648a-0ad5-412d-8250-5a0ff9289fbf,video,animals,hate,10-11-2021,negative,5,,,,,,
147,9fd8c6fc-1c8f-4a1d-86ec-cd1c71e044e1,33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,video,public speaking,like,11-11-2021,positive,50,,,,,,
148,8490c29c-177f-4c21-9d37-d509f9287f30,c8145b49-3841-466e-9d49-a636ce2e7d1f,GIF,tennis,love,12-11-2021,positive,65,,,,,,
149,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,video,science,adore,13-11-2021,positive,72,,,,,,
150,5651450a-d330-46e6-bac9-c7c7e7defaf2,bf721d00-4fa1-44b1-834f-4730cd51aefa,photo,animals,want,14-11-2021,positive,70,,,,,,
151,7c2e209e-acea-4246-a32d-636e2f2cc2c1,4c0558bc-b0d9-44b0-8b70-5fc6acb6c362,video,dogs,super love,15-11-2021,positive,75,,,,,,
152,a72552ac-cad2-4707-8bc6-dea84a5ab72b,89d6bd9d-ce6b-42e5-bb9b-ece3b338396d,audio,studying,heart,16-11-2021,positive,60,,,,,,
153,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,c1e01541-7508-4712-a22c-0370f232a41e,photo,veganism,worried,17-11-2021,negative,12,,,,,,
154,2eb7feec-26a4-4949-8470-3e66c16536e9,a81df767-7da1-4844-b63c-fee4c9c7895d,video,tennis,adore,18-11-2021,positive,72,,,,,,
155,0d3d0a35-f806-4536-8733-abf1f92763e2,a6f003be-b0fd-4100-b4cc-f568a21b9745,GIF,studying,indifferent,19-11-2021,neutral,20,,,,,,
156,f783f128-6f66-4ef3-a190-5afc29d17012,cad2d54d-9555-4dfe-bfcd-7a584895a002,GIF,tennis,worried,20-11-2021,negative,12,,,,,,
157,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,8abcf667-7be3-439f-97bb-3375a3de366c,video,cooking,intrigued,21-11-2021,positive,45,,,,,,
158,6e418568-a2b9-4d08-b241-06362c96a7f1,ab9a4d70-3ae4-48d6-b161-c18bd687c3b4,video,food,want,22-11-2021,positive,70,,,,,,
159,93c0f4f6-8c1e-453e-8df0-3015b1e76376,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,video,technology,hate,23-11-2021,negative,5,,,,,,
160,2893a837-3157-4bbd-918f-adc93b60480a,3d5f257e-556b-4e19-b127-977bc5c4daed,photo,healthy eating,love,24-11-2021,positive,65,,,,,,
161,34123572-64b7-4f3d-b098-a2651d882fb2,6178d76a-af2e-4453-93ee-02ca23ed3fdc,video,dogs,adore,25-11-2021,positive,72,,,,,,
